atc,2001,,"Water, in 20A",agua,FW
atc,2001,,So that's it!,aha,UH
atc,2003,,Exclamation of triumph,aha,UH
atc,2001,,Pequod skipper,ahab,NNP
atc,2002,,Contented comments,ahs,NNS
atc,2001,,Give an assist to,aid,VB
atc,2003,,Help,aid,NN
atc,1998,,DRAFT,aircurrent,NN
atc,2003,,Just like,ala,IN
atc,2003,,Winglike,alae,NN
atc,2002,,The George & __ Show,alana,NNP
atc,2004,,Support gr.,alanon,NNP
atc,2002,,Controversial orchard spray,alar,NNP
atc,2004,,Winged,alar,NN
atc,2001,,Word of dismay,alas,UH
atc,1998,,Priest's garment,alb,NN
atc,1998,,"Magical Mystery Tour, e.g.",album,NN
atc,2003,,Catkin sources,alders,NNS
atc,1999,,Ray of films,aldo,NNP
atc,1998,,Actor Baldwin,alec,NNP
atc,2004,,Fish sauce,alec,NN
atc,2003,,Not oblivious,alert,JJ
atc,2001,,Birdbath organism,alga,NN
atc,2001,,Thrilla in Manila victor,ali,NNP
atc,2001,,"He ""stung like a bee""",ali,NNP
atc,2003,,Wanted poster word,alias,NN
atc,2001,,Acquittal ploy,alibi,NN
atc,1998,,1986 Sigourney Weaver thriller,aliens,NNP
atc,1999,,Milan's Teatro __ Scala,alla,FW
atc,2002,,Muezzin's God,allah,NNP
atc,2001,,Claim,allege,VB
atc,2000,,Part of a tennis court,alley,NN
atc,2001,,Makes provisions for,allows,VBZ
atc,1998,,Loaded lineups,allstarcasts,NNS
atc,2004,,Soprano Gluck,alma,NNP
atc,2002,,Sunburn soother,aloe,NN
atc,1998,,Later! at the luau,aloha,FW
atc,1998,,Honolulu's __ Bowl,aloha,NNP
atc,2003,,Sandy or Roberto,alomar,NNP
atc,1998,,Right next to,alongside,IN
atc,1999,,Bunches,alot,NN
atc,1999,,Mont Blanc range,alps,NNP
atc,2004,,Likewise,also,RB
atc,1998,,Lady Bird's nomen,alta,NNP
atc,2004,,Utah ski resort,alta,NNP
atc,2003,,Rite site,altar,NNP
atc,1998,,"High, in combinations",alti,JJ
atc,2004,,Bird played it,alto,NN
atc,1998,,Choir members,altos,NNS
atc,2000,,Thomas ___ Edison,alva,NNP
atc,1999,,Prince __ Khan (Hayworth hubby),aly,NNP
atc,1998,,Nanking nanny,amah,FW
atc,2003,,Colony in Iowa,amana,NNP
atc,2003,,Place for refrigerator magnets,amana,NNP
atc,2001,,Purple shade,amaranth,NN
atc,2001,,Accumulate,amass,VB
atc,2002,,Bring together a great quantity,amass,VB
atc,1999,,Prized violin,amati,NNP
atc,1997,,Famous last word,amen,UH
atc,2003,,Last word,amen,UH
atc,2000,,So be it!,amen,UH
atc,1998,,Part of USA,amer,NNP
atc,2002,,Spy Aldrich of '94 headlines,ames,NNP
atc,2003,,NYSE relative,amex,NNP
atc,1998,,French friend,amie,FW
atc,1997,,Top Turk,amir,FW
atc,1998,,Lucky Jim author Kingsley,amis,NNP
atc,1998,,In a confused state,amok,JJ
atc,2002,,Marc Antony's love,amor,NN
atc,2001,,Cookie guy,amos,NNP
atc,2002,,Cookie king Wally,amos,NNP
atc,2002,,Formosan port,amoy,NNP
atc,2001,,Titillate,amuse,VB
atc,2004,,Med. school subject,anat,NN
atc,1998,,Med. student's course,anat,NN
atc,2002,,Not to mention,and,CC
atc,1999,,Cuomo of the Clinton Cabinet,andrew,NNP
atc,2003,,One of the Gibbs,andy,NNP
atc,2001,,"Almost, to Shakespeare",anear,RB
atc,2001,,Once more,anew,RB
atc,2002,,Film director ___ Lee,ang,NNP
atc,2002,,Go for fluke,angle,NN
atc,1997,,Cordial flavoring,anise,NN
atc,2003,,One of the Santas,anita,NNP
atc,2002,,Actress Magnani,anna,NNP
atc,2001,,Actress Paquin,anna,NNP
atc,1997,,"Part of Q&A, briefly",ans,NN
atc,1999,,Goose genus,anser,FW
atc,2004,,Farm worker?,ant,NN
atc,2004,,Card-game starter,ante,NN
atc,2001,,Feed the kitty,ante,NN
atc,2002,,Kitty feed,ante,NN
atc,1999,,Pool starter,ante,NN
atc,1998,,"Aldous Huxley novel ""___ Hay""",antic,JJ
atc,1998,,Lunch for an aardvark,ants,NNS
atc,1999,,Picnic pests,ants,NNS
atc,2004,,Indefinite number,any,DT
atc,1998,,Police alert,apb,NN
atc,2003,,"Rich Little, e.g.",aper,NNP
atc,1998,,"T, ""D,"" and ""S"" sounds",apical,JJ
atc,2004,,Each,apop,DT
atc,1998,,Each,apop,JJ
atc,1998,,Financing acronym,apr,NN
atc,1998,,Seawater color,aqua,JJ
atc,1998,,Saudi __,arabia,NNP
atc,1999,,Disappearing inland sea,aral,NNP
atc,2004,,Fast-shrinking sea,aral,NNP
atc,1998,,Composer Khachaturian,aram,NNP
atc,2000,,Dumas character,aramis,NNP
atc,2004,,Algonquian language,arapaho,NNP
atc,1999,,Kind of lamp,arc,JJ
atc,1999,,"Austria-Hungary's Francis Ferdinand, e.g.",archduke,NNP
atc,1999,,Sacramento arena,arco,NNP
atc,1999,,Passionate,ardent,JJ
atc,2002,,Chances __,are,VBP
atc,2004,,Violets __ blue...,are,VBP
atc,2003,,Where The Boys ___,are,VBP
atc,2004,,"Last word of Shelley's ""Adonais""",are,VBP
atc,2002,,Part of LAN,area,NN
atc,2004,,Zone,area,NN
atc,2001,,Malodorous,areek,JJ
atc,1999,,Staggering,areel,JJ
atc,2003,,Gladiator's venue,arena,NN
atc,2002,,Hippodrome,arena,NN
atc,1999,,"The Colosseum, e.g.",arena,NN
atc,1998,,Don't exist,arent,VB
atc,2002,,God of war,ares,NNP
atc,1997,,He means war,ares,NNP
atc,2002,,Exodus hero,ari,NNP
atc,1998,,Onassis,ari,NNP
atc,2004,,Caruso number,aria,NNP
atc,1999,,Operatic solo,aria,NN
atc,1999,,The Tempest character,ariel,NNP
atc,1997,,Mr. Sharon,ariel,NNP
atc,2004,,In a proper manner,aright,NN
atc,2001,,Flood insurance?,ark,NN
atc,1998,,City on the Rhone,arles,NNP
atc,1998,,Extremity,arm,NN
atc,2002,,Hero who led the defeat of three legions of Romans,armin,NNP
atc,1998,,"Palmer, to his fans",arnie,NNP
atc,2002,,Paul's ex-singing partner,art,NNP
atc,2003,,Like Radio City Music Hall,artdeco,NNP
atc,2003,,Comic Johnson,arte,NNP
atc,1997,,Rubenstein and Schnabel,arturs,NNPS
atc,2002,,Avant-garde,arty,JJ
atc,1998,,Indo-European,aryan,JJ
atc,2002,,Clueless,asea,JJ
atc,1998,,On the water,asea,JJ
atc,1998,,Campfire fallout,ashes,NNS
atc,2003,,Place of many flicks,ashtray,NN
atc,1998,,China setting,asia,NNP
atc,1998,,Sale condition,asis,JJ
atc,2001,,Sale phrase,asis,JJ
atc,2004,,JFK quote starter,ask,VB
atc,1998,,Nile nipper,asp,NN
atc,2004,,Molded jelly,aspic,NN
atc,2004,,Set a lofty goal,aspire,VB
atc,2002,,Examines,assays,VBZ
atc,1999,,Dusseldorf donkey,asse,FW
atc,1999,,Balance-sheet entries,assets,NNS
atc,1999,,AMA or ABA,assn,NN
atc,1998,,Adm. aide,asst,NN
atc,2002,,The Thin Man terrier,asta,NNP
atc,2003,,Cinema canine,asta,NNP
atc,2002,,Nora's pooch,asta,NNP
atc,2003,,Showy flower,aster,NN
atc,1998,,Italian wine region,asti,NNP
atc,1998,,Proverbial saver,astitchintime,NN
atc,1999,,Regarding,asto,IN
atc,2002,,Downed,ate,VBD
atc,2004,,Parthenon goddess,athena,NNP
atc,2003,,Musketeer,athos,NNP
atc,1999,,Bay of Biscay's ocean: Abbr.,atl,NNP
atc,2002,,__ smasher,atom,NN
atc,2002,,Do penance,atone,VB
atc,1998,,Observe Yom Kippur,atone,VB
atc,2002,,Made amends,atoned,VBD
atc,1998,,1973 Glenda Jackson film,atouchofclass,NNP
atc,2002,,Befuddled,atsea,JJ
atc,1998,,Yachting,atsea,JJ
atc,2002,,__ boy!,atta,UH
atc,1998,,Stapled or paper-clipped,attached,VBN
atc,2003,,Court room fig.,atty,NN
atc,1998,,Tom's Polly or Dorothy's Em,aunt,NN
atc,1998,,Atmosphere,aura,NN
atc,1998,,State firmly,aver,VB
atc,1998,,No great shakes,average,JJ
atc,1998,,Forestalls,averts,VBZ
atc,2004,,Bard's river,avon,NNP
atc,2003,,Shakespeare's stream,avon,NNP
atc,2003,,Up and about,awake,JJ
atc,2002,,Sewing tool in LAW?,awl,NN
atc,2003,,One who's decamped?,awol,NN
atc,2001,,Dismiss,axe,VB
atc,2004,,Lutz alternative,axel,NNP
atc,2004,,Armpits,axilla,NNS
atc,1998,,"Murphy's Law, et al.",axioms,NNS
atc,2000,,Nerve cell parts,axons,NNS
atc,2001,,Pajama style,babydoll,NN
atc,2004,,Rod-shaped spores,bacilli,NNS
atc,2001,,Behind the curtain,backstage,RB
atc,2003,,Inlet,backwater,NN
atc,1998,,Boy Scouts earn them,badges,NNS
atc,2003,,Fashion Police focus,badtaste,NN
atc,2004,,Actor Conrad,bain,NNP
atc,2000,,Golf ball cover,balata,NN
atc,2002,,Road film destination,bali,NNP
atc,1998,,Island neighbor of Java,bali,NNP
atc,2004,,Foil,balk,VB
atc,2003,,Target of Bonnie and Clyde,bank,NN
atc,1998,,Devil's rope features,barbs,NNS
atc,2004,,Groups of monkeys?,barrels,NNS
atc,2002,,Traded without exchange of money,bartered,VBN
atc,1997,,It has an apse,basilica,NN
atc,1997,,Concavity,basin,NN
atc,1998,,Grounds,basis,NN
atc,2004,,Catch some rays,bask,VB
atc,1998,,Kings shoot them,baskets,NNS
atc,1999,,Droopy-eared hounds,bassets,NNS
atc,2003,,Bulwarks,bastions,NNS
atc,1998,,Wash off,bathe,NN
atc,2004,,"Clammer, e.g.",bayman,NN
atc,2002,,Luck __ Lady Tonight,bea,VB
atc,1998,,Smile broadly,beam,NN
atc,2004,,Greasy spoon,beanery,NN
atc,2002,,Next to nothing,beans,NNS
atc,1999,,At one's ___ and call,beck,NN
atc,2002,,Royal jelly producer,bee,NN
atc,2002,,Joe Six-pack's excess,beerbelly,NN
atc,2001,,Fathered,begotten,VBN
atc,2000,,Prove false,belie,VB
atc,2003,,"Stefano della ___, Richelieu's engraver",bella,NNP
atc,1998,,Deflect,bend,VB
atc,2004,,Nota __,bene,FW
atc,2000,,French topper,beret,FW
atc,1999,,Games People Play author,berne,NNP
atc,2002,,Pullman feature,berth,NNP
atc,1999,,Old-time actress Edna,best,NNP
atc,1999,,__-carotene,beta,FW
atc,2004,,Ottoman governor,bey,FW
atc,1998,,Common preservative,bht,NNP
atc,2001,,Lobster-dinner need,bib,NN
atc,2001,,Cause to cohere,bind,VB
atc,2002,,Toy store purchase,birthdaypresent,NN
atc,1999,,The __ of Calcutta,blackhole,NN
atc,1998,,Atlantic City spots,blackjacktables,NNS
atc,2001,,"With 50D, Irishman's rock of flattery",blarney,NNP
atc,2002,,Explosive noises,blasts,NNS
atc,2001,,Combine varieties,blend,VB
atc,2003,,Lunch order,blt,NN
atc,2002,,Diner sandwiches,blts,NNS
atc,1997,,___ Raton,boca,NNP
atc,2003,,Cranberry field,bog,NN
atc,2002,,Water-heating tank,boiler,NN
atc,2004,,Kicked out,booted,VBN
atc,2003,,Frankenstein star,boris,NNP
atc,2001,,Archer's supplier,bowyer,NN
atc,2002,,"William of ""Hopalong Cassidy""",boyd,NNP
atc,2003,,Brazilian actress Sonia,braga,NNP
atc,1999,,Physicist Karl (1822-93),braun,NNP
atc,2004,,Porkpie feature,brim,NN
atc,2001,,David Addison,brucewillis,NNP
atc,1999,,"December 21, perhaps",brumal,JJ
atc,2003,,Bugs ___,bunny,NNP
atc,2001,,Exercise tape's promise,bunsofsteel,NN
atc,1999,,Rough husk,bur,NN
atc,1998,,Outer areas,burbs,NN
atc,2003,,Sculpture,bust,NN
atc,1999,,"He did it, according to Christie",butler,NN
atc,2004,,Pawnbrokers do it,buyandsell,VB
atc,2004,,Calloway of jazz,cab,NN
atc,2001,,Succulent plants,cacti,NNS
atc,2003,,Presidential nickname,cal,NNP
atc,1999,,City southwest of Bogota,cali,NNP
atc,2002,,Give a buzz,call,VB
atc,1999,,Important piece of Batman's wardrobe,cape,NN
atc,2004,,Dracula's closetful,capes,NNS
atc,2002,,Upper case letters,capitals,NNS
atc,2004,,Bay of Naples island,capri,NNP
atc,1997,,New York prelate,cardinaloconnor,NNP
atc,2001,,Rob Reiner's dad,carl,NNP
atc,2001,,Song of joy,carol,NN
atc,2002,,December ditties,carols,NNS
atc,2001,,Collided and rebounded,caromed,VBD
atc,2003,,Automobiles,cars,NNS
atc,2004,,Broken bone protector,cast,NN
atc,2004,,Garfield,cat,NN
atc,2002,,He's before the ump,catcher,NN
atc,2004,,Roman statesman,cato,NNP
atc,2003,,Go out of existence,ceasetobe,VB
atc,1998,,So-so grades,cees,NNS
atc,2001,,Board-room VIP,ceo,NN
atc,2004,,Renaissance figure Borgia,cesare,NNP
atc,2004,,Three-step dance,chacha,NN
atc,2001,,Seasonal sight,chanukahmenorah,NNP
atc,2002,,Pay-as-you-go with these,checkbooks,NNS
atc,2001,,Some photos,cheesecake,NN
atc,2001,,Trendy,chic,JJ
atc,2001,,Head honcho,chief,NN
atc,2004,,Dimple spot,chin,NN
atc,1999,,Slow boat destination?,china,NNP
atc,2002,,Rocker Berry,chuck,NNP
atc,2002,,KGB's cold-war counterpart,cia,NNP
atc,1997,,"One point, at the French Open",cinque,FW
atc,2003,,Quote,cite,VB
atc,2004,,Family,clan,NN
atc,2002,,Tie securer,clasp,NN
atc,1999,,Man of the cloth,cleric,NN
atc,2003,,One of the Boyers of baseball,clete,NNP
atc,2001,,Advertising-industry award,clio,NNP
atc,2003,,Barber shop?,clipjoint,NN
atc,2004,,Gardener's gadget,clippers,NN
atc,2004,,"The ""C"" in C. S. Lewis",clive,NNP
atc,1997,,Designated driver's beverage,cocoa,NN
atc,2004,,Omert... or bushido,code,NN
atc,2003,,Stick,cohere,VB
atc,1998,,Soft drink,cola,NN
atc,1998,,"Sign of fearfulness, perhaps",coldfeet,NN
atc,2002,,Cook thriller,coma,NNP
atc,2002,,Agree,cometoterms,VB
atc,2004,,Doyle's middle name (5),conan,NNP
atc,1998,,DRAFT,conscription,NN
atc,1999,,Dovish remark?,coo,NN
atc,2004,,"Masked mammals, for short",coons,NNS
atc,2004,,Apple remnant,core,NN
atc,1999,,Apple throwaway,core,NN
atc,1999,,Home-operated business,cottageindustry,NN
atc,2002,,Moved like a river,coursed,VBD
atc,1999,,Coveted spot on Time,cover,NN
atc,1999,,Monks' hoods,cowls,NNS
atc,2002,,Accountable person?,cpa,NN
atc,1999,,One for the books: Abbr.,cpa,NN
atc,2004,,Two-fer menu item?,crabapples,NNS
atc,2002,,Curmudgeons,crabs,NNS
atc,2001,,Trumpeting birds,cranes,NNS
atc,2004,,Start the Model T,crank,VB
atc,1998,,Unrefined,crass,JJ
atc,2001,,Word with ice or cold,cream,NN
atc,1999,,Used-car ad word,creampuff,NN
atc,2004,,Originates,creates,VBZ
atc,1998,,Himalayan danger,crevasse,NN
atc,2002,,Reviewer Judith,crist,NNP
atc,2001,,Hag,crone,NN
atc,1998,,Harvest haul,crop,NN
atc,2002,,Those with egg on their face eat it,crow,NN
atc,1997,,Grande ___ (wine),cru,FW
atc,2003,,Unusual's partner?,cruel,JJ
atc,2004,,Ruminant's chaw,cud,NN
atc,1999,,Hustler's need,cue,NN
atc,1999,,Fed lines to,cued,VBD
atc,2002,,Carp kin,dace,NN
atc,2001,,Pedestal parts,dados,NNS
atc,1998,,"Battier, in Britain",dafter,JJR
atc,1998,,Morse-code word,dah,NN
atc,1998,,British title,dame,NN
atc,2003,,She was often in ancient distress,damosel,NN
atc,2002,,Stops up,dams,VBZ
atc,2001,,Uncomfortably damp,dank,JJ
atc,2003,,The Divine Comedy poet,dante,NNP
atc,1998,,Like a calico's coat,dappled,JJ
atc,2003,,Connecticut town,darien,NNP
atc,2001,,Fast move,dart,NN
atc,2004,,Morse-code symbol,dash,NN
atc,2002,,High-tech recording medium,dat,NN
atc,2001,,Take a carbon 14 measurement,date,VB
atc,2003,,Took out,dated,VBD
atc,2001,,High-tech recording media,dats,NNS
atc,2003,,Well-known sculpture,david,NNP
atc,2004,,Clone: Abbr.,dbl,NN
atc,1998,,They can get it for you wholesale,dealers,NNS
atc,2001,,Jerry's straight man,dean,NNP
atc,1999,,____ of a Salesman,death,NN
atc,2003,,Accounting entry,debit,NN
atc,1997,,Knitting direction,dec,NN
atc,1998,,Year-end abbr.,dec,NNP
atc,2002,,Living room setting,decor,NN
atc,1998,,Consider,deem,VB
atc,1998,,Considered,deemed,VBD
atc,2002,,Got lower,deepened,VBD
atc,2003,,Hold off,defer,VB
atc,1998,,Crusoe's creator,defoe,NNP
atc,2000,,Agnus ___,dei,FW
atc,1998,,Strike out,dele,VB
atc,2002,,Pastrami palace,deli,NN
atc,2002,,Where rye is ordered,deli,NN
atc,1998,,It may require kid gloves,delicatesubject,NN
atc,2002,,Island in the Aegean,delos,NNP
atc,1998,,3-D illusion,depth,NN
atc,2003,,Hold up,detain,VB
atc,1998,,Dissuade,deter,VB
atc,1998,,Can't stand,detest,VB
atc,2001,,"Susan of ""L.A. Law""",dey,NNP
atc,1998,,"Ross of ""Mahogany""",diana,NNP
atc,2002,,Completed,did,VBD
atc,2001,,Monopoly cube,die,NNS
atc,1998,,Jenny Craig advice,diet,NN
atc,2003,,Pickling guru?,dillmaster,NN
atc,2004,,Molecules composed of two identical others,dimers,NNS
atc,2003,,In an obscure manner,dimly,RB
atc,2004,,Short swims,dips,NNS
atc,2004,,More dreadful,direr,JJR
atc,2002,,Eastwood role,dirtyharry,NNP
atc,2002,,Kind of jockey,disc,NN
atc,1998,,"Fort __, NJ",dix,NNP
atc,2003,,One of The Seven Dwarfs,doc,NNP
atc,1998,,Buck's mate,doe,NN
atc,1998,,Movers and shakers,doers,NNS
atc,2003,,Robert and Elizabeth,doles,NNP
atc,2000,,Cloak or mask,domino,NN
atc,2001,,Gift-getter,donee,NN
atc,2000,,Domesticated ass,donkey,NN
atc,2003,,Small towns,dorps,NNS
atc,2002,,Booster amount,dose,NN
atc,2002,,Prescribed amounts,doses,NNS
atc,1999,,"Morse ""E""",dot,NN
atc,2001,,Idolizes,dotes,VBZ
atc,1999,,Food fish,doversole,NN
atc,2004,,Wealthy widow,dowager,NN
atc,1998,,Nap,doze,VB
atc,1997,,Window treatment,drape,NN
atc,2002,,Take lots?,draw,VB
atc,2002,,"Prepare, as a contract",drawup,VB
atc,1999,,Night vision,dream,NN
atc,2002,,Med. school grads,drs,NNS
atc,1998,,Casey Stengel's spot,dugout,NN
atc,1998,,Blunt,dull,JJ
atc,1998,,Dip a doughnut,dunk,VB
atc,2002,,Hair coloring,dye,NN
atc,2002,,Birdie beater,eagle,NN
atc,2004,,With deep sincerity,earnestly,RB
atc,2001,,O.K. Corral guy,earp,NNP
atc,2004,,Relief-giver,easer,NN
atc,1998,,"Absorb, as a loss",eat,VB
atc,2004,,Gobble,eat,VB
atc,1998,,Does lunch,eats,VBZ
atc,1999,,Dines at home,eatsin,VBZ
atc,2004,,Overhangs,eaves,NNS
atc,2002,,Cimmerian,ebon,NNP
atc,2001,,Galbraith's subj.,econ,NN
atc,2003,,Kayaker's safe haven,eddy,NN
atc,2002,,Whirlpool,eddy,NN
atc,2002,,Garden spot,eden,NNP
atc,1998,,Paradises,edens,NNS
atc,2004,,Rim,edge,NN
atc,2003,,Enlighten,edify,VB
atc,2002,,Useful DOS function,edit,NN
atc,1999,,Ford flop,edsel,NNP
atc,2004,,Jane Eyre's love,edwardrochester,NNP
atc,2004,,Skier Reinalter,edy,NNP
atc,2003,,Shockers,eels,NNS
atc,1997,,Poetic nights,eens,NNS
atc,1998,,"Perpetually, poetically",eer,RB
atc,2001,,Like howls in the night,eerie,JJ
atc,2001,,Really strange,eerie,JJ
atc,2002,,Spine-chilling,eerie,JJ
atc,2002,,Most Twilight Zone-like,eeriest,JJS
atc,2004,,Newts,efts,NNS
atc,2002,,Terrestrial amphibians,efts,NNS
atc,2003,,By Jove!,egad,NNP
atc,2004,,"Richard of ""A Summer Place""",egan,NNP
atc,2004,,"Richard of ""A Summer Place""",egan,NNP
atc,1998,,Western star Richard,egan,NNP
atc,1998,,Void,egest,VB
atc,2002,,Object of a hunt,egg,NN
atc,1999,,Quiche-maker's need,eggs,NNS
atc,1998,,It may be bruised or inflated,ego,NN
atc,2003,,Kind of trip,ego,NN
atc,2003,,Exodus origin,egypt,NNP
atc,2003,,Barely manage,eke,VB
atc,2002,,Dash,elan,NNP
atc,1998,,Famed exile isle,elba,NNP
atc,1998,,Author Hubbard,elbert,NNP
atc,2003,,Nudge,elbow,VB
atc,2003,,Nudge with a joint,elbow,VB
atc,2004,,Periodic table members,elements,NNS
atc,1998,,Brownie,elf,NN
atc,2004,,Lilly or Terry,eli,NNP
atc,1997,,Mr. Wallach,eli,NNP
atc,2003,,Charles Lamb pseudonym,elia,NNP
atc,2004,,Charles Lamb pseudonym,elia,NNP
atc,2003,,Novelist Wiesel,elie,NNP
atc,2002,,Fed Ness,eliot,NNP
atc,2001,,Cream of the crop,elite,JJ
atc,2002,,Actress Sommer,elke,NNP
atc,2002,,Nevada city,elko,NNP
atc,1999,,Fashion mag,elle,NNP
atc,2000,,Fashion magazine,elle,NNP
atc,1999,,Right-angled bends,ells,NNS
atc,1998,,___ Gantry,elmer,NNP
atc,2001,,Telephone Line band,elo,NNP
atc,2000,,North Carolina college,elon,NNP
atc,2004,,So what __ is new?,else,RB
atc,1999,,Otherwise,else,RB
atc,2002,,Slippery sort,eluder,NN
atc,2002,,Quarterback John,elway,NNP
atc,1998,,"Meredith's ""Family Ties"" role",elyse,NNP
atc,1998,,Correct,emend,VB
atc,1999,,Jannings of old films,emil,NNP
atc,1998,,Discharge,emit,VB
atc,2003,,Send out matter,emit,VB
atc,1998,,David Copperfield lass,emly,NNP
atc,1999,,Flightless bird,emu,NN
atc,1998,,Use a container,encase,VB
atc,2002,,Make a message secret,encode,VB
atc,2004,,On __ (upright),end,NN
atc,2002,,"Means justification, to some",ends,NNS
atc,1999,,Finishes,endsup,VBZ
atc,2003,,Wrap up,enfold,VB
atc,1999,,Chang's twin,eng,NNP
atc,2002,,National Velvet author Bagnold,enid,NNP
atc,2001,,Phillips University town,enid,NNP
atc,2004,,Rock producer Brian,eno,NNP
atc,1998,,Eve's grandson,enos,NNP
atc,2001,,Slaughter in baseball,enos,NNP
atc,2001,,Nav. officer,ens,NN
atc,1998,,Trap,ensnare,VB
atc,2000,,Tolkien character,ent,NN
atc,2001,,Walk in,enter,VB
atc,1998,,Main course,entree,NN
atc,2003,,Red dye,eosin,NN
atc,2002,,Ecology agcy.,epa,NNP
atc,1998,,Fed. watchdog,epa,NNP
atc,2001,,"Colossal, moviewise",epic,JJ
atc,1999,,De Mille specialties,epics,NNS
atc,2004,,Lyric poem,epode,NN
atc,1998,,"With ""The,"" Edward Woodward series",equalizer,NN
atc,2002,,Christian __,era,NN
atc,1999,,Rub out,erase,VB
atc,2001,,Wipe out,erase,VB
atc,1998,,"Before, to a 7-Down",ere,RB
atc,1998,,Standing up,erect,JJ
atc,2002,,Therefore,ergo,VB
atc,2000,,Silkworm,eria,NN
atc,2004,,Guitarist Clapton,eric,NNP
atc,1998,,Sevareid or Stoltz,eric,NNP
atc,2004,,Speed-skater Heiden,eric,NNP
atc,1998,,Speed-skater Heiden,eric,NNP
atc,2003,,Writer Ambler,eric,NNP
atc,1998,,WWI general Ludendorff,erich,NNP
atc,2003,,Border lake,erie,NNP
atc,1998,,Buffalo's lake,erie,NNP
atc,2002,,Empire State canal,erie,NNP
atc,1998,,Keystone State port,erie,NNP
atc,2000,,Lake or tribe,erie,NNP
atc,2004,,Part of HOMES,erie,NNP
atc,1998,,"He portrayed ""Ponch""",erik,NNP
atc,2004,,Humorist Bombeck,erma,NNP
atc,2001,,Seagull,erne,NNP
atc,1998,,Diminish,erode,VB
atc,2002,,Wear away,erode,VB
atc,2001,,Aphrodite's offspring,eros,NNP
atc,1999,,Piccadilly Circus statue,eros,NNP
atc,2001,,Irregular edge,erose,JJ
atc,2001,,Faltered,erred,VBN
atc,2001,,Boo-boos,errors,NNS
atc,1998,,Hesitant sounds,ers,NNS
atc,2003,,Art deco illustrator,erte,NNP
atc,1999,,Return of the swallow?,eructate,VB
atc,2002,,Rebecca's son,esau,NNP
atc,1997,,Vane dir.,ese,NN
atc,2004,,Medium quality?,esp,NN
atc,2001,,Morale,esprit,NN
atc,1998,,NE clock setting,est,NNP
atc,2001,,Italian noble family,este,NNP
atc,1998,,Renaissance family,este,NNP
atc,1997,,"This, to Manuela",este,FW
atc,2003,,Cut glass,etch,VB
atc,2002,,Fix in the mind,etch,VB
atc,1998,,Actor Hawke,ethan,NNP
atc,1999,,Vulcan's Chimney,etna,NNP
atc,2000,,Prince William's school,eton,NNP
atc,2002,,UFO pilots,ets,NNS
atc,1997,,You too?,ettu,FW
atc,1997,,Sidestep,evade,VB
atc,1998,,Use a loophole,evade,VB
atc,2002,,A snake charmed her,eve,NNP
atc,2003,,First name in daredeviltry,evel,NNP
atc,2003,,Neck and neck,even,RB
atc,2002,,Square,even,RB
atc,2000,,Turn inside out,evert,VB
atc,1998,,"Agatha Christie's ""___ Under the Sun""",evil,NN
atc,2003,,Heinous,evil,JJ
atc,1998,,Fleecy female,ewe,NN
atc,2001,,Pitcher,ewer,NNP
atc,1999,,Pitcher,ewer,NN
atc,2000,,Dallas family,ewing,NNP
atc,2003,,Test,exam,NN
atc,2001,,Top dog,exec,NN
atc,2000,,"Door, at times",exit,NN
atc,2002,,__ Valdez (oil-spiller of '89),exxon,NNP
atc,2002,,Baby blues,eyes,NNS
atc,1998,,Bronte's Jane,eyre,NNP
atc,1998,,Confronts,faces,VBZ
atc,2002,,Rage,fad,NN
atc,1998,,"Streaking, for one",fad,NN
atc,1998,,Grow dimmer,fade,VB
atc,2004,,Lose one's heart?,fallinlove,VB
atc,2002,,Kramden's collection,fare,NN
atc,2004,,Periods of self-denial,fasts,NNS
atc,1998,,"Send, nowadays",fax,VB
atc,2001,,Face part,feature,NN
atc,2002,,Giant's syllable,fee,NN
atc,2004,,Border marker,fence,NN
atc,2004,,Elaborate event,fete,NN
atc,1998,,Wrigley or Comiskey,field,NN
atc,2001,,Who's there?,firstbass,NN
atc,1998,,DRAFT,firstversion,NN
atc,1998,,Food with chips,fish,NN
atc,1999,,___ to be tied,fit,JJ
atc,2000,,In good shape,fit,JJ
atc,2004,,"Fin, in slang",five,CD
atc,2002,,Internet insult,flame,VB
atc,2003,,Madame Bovary writer,flaubert,NNP
atc,1998,,Dog's hitchhiker,flea,NN
atc,2002,,"Cartoon classic, with ""The""",flintstones,NNP
atc,2004,,Flattens,floors,VBZ
atc,2001,,Some radios,fms,NNS
atc,2004,,April 1 victim,fool,NN
atc,1998,,St. Andrews shout,fore,UH
atc,1998,,Pronged instruments,forks,NNS
atc,1999,,Benning is one,fort,NN
atc,1999,,Expertise,forte,NN
atc,2004,,"Wallace novel, ""The ___ Just Men""",four,CD
atc,2003,,Barnyard birds,fowls,NNS
atc,2002,,Niles's big brother,frasiercrane,NNP
atc,1999,,Mannheim Mrs.,frau,FW
atc,2004,,Snack chip,frito,NNP
atc,1998,,"Dummy corporation, perhaps",front,NN
atc,1998,,Dance craze,frug,NN
atc,1998,,"Stimulates, as an argument",fuels,VBZ
atc,2001,,Writer Dostoyevsky,fyodor,NNP
atc,1998,,Chatter,gab,NN
atc,1998,,I got a ____ in ....,gal,NN
atc,2003,,African republic,gambia,NNP
atc,1999,,Avant ___,garde,FW
atc,1998,,Flavorful bulb,garlic,NN
atc,2003,,__-guzzler,gas,NN
atc,2000,,Reaction of surprise,gasp,NN
atc,2004,,Airport area,gate,NN
